Sample Name,COSMIC identifier,Whole Exome Sequencing (WES),Copy Number Alterations (CNA),Gene Expression,Methylation,"Drug
CCRF-CEM,905952,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension
GR-ST,906877,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension
HAL-01,949153,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension
KARPAS-45,907272,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension
KE-37,907277,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension
LC4-1,907787,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension
MOLT-4,905958,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension
P30-OHK,909252,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension
SUP-B15,1247871,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,D/F12,Suspension
ATN-1,910687,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
LOUCY,907789,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
MOLT-13,908146,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSI-H,R,Suspension
MOLT-16,908147,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
P12-ICHIKAWA,909251,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
PF-382,909260,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
RPMI-8402,909702,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
SUP-T1,909743,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
DEL,906836,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension
EHEB,906854,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension
EJM,1297447,Y,Y,Y,Y,Y,myeloma,lymphoid_neoplasm other,MM,MSS/MSI-L,D/F12,Semi-Adherent
H9,907043,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension
JVM-2,907269,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension
JVM-3,907270,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension
SR,905965,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension
WIL2-NS,1331049,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension
WSU-NHL,909785,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSI-H,R,Suspension
YT,946358,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,ALL,MSS/MSI-L,D/F12,Suspension
ARH-77,906765,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
IM-9,753563,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
KMS-12-BM,907281,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
L-363,924239,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
LP-1,907791,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,D/F12,Suspension
MM1S,1659818,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
MOLP-8,1330950,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
NCI-H929,724825,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
OPM-2,909249,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
RPMI-8226,905964,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
SK-MM-2,753612,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension
U-266,753615,Y,Y,Y,Y,Y,myeloma,myeloma,MM,MSS/MSI-L,R,Semi-Adherent
ALL-SIL,1295740,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,ALL,MSS/MSI-L,R,Suspension
DND-41,1297446,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,ALL,MSI-H,R,Suspension
HH,907056,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,,MSS/MSI-L,R,Suspension
Jurkat,998184,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,ALL,MSI-H,R,Suspension
CS1,1290795,Y,Y,Y,Y,Y,bone,bone_other,,MSS/MSI-L,R,Adherent
SJSA-1,909717,Y,Y,Y,Y,Y,bone,bone_other,,MSS/MSI-L,R,Adherent
CAL-78,1290765,Y,Y,Y,Y,Y,bone,chondrosarcoma,,MSS/MSI-L,R,Adherent
CHSA8926,1303912,Y,Y,Y,Y,Y,bone,chondrosarcoma,,MSS/MSI-L,R,Adherent
H-EMC-SS,907290,Y,Y,Y,Y,Y,bone,chondrosarcoma,,MSS/MSI-L,D/F12,Adherent
CADO-ES1,753539,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Suspension
ES1,949158,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
ES3,684055,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
ES4,949156,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
ES5,684057,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
ES7,684059,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
ES8,949155,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
EW-1,949163,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent
EW-11,684062,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
EW-12,949162,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Suspension
EW-13,949166,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Suspension
EW-16,949165,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
EW-18,949164,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Suspension
EW-22,949167,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
EW-24,949168,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent
EW-3,949161,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
EW-7,949160,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent
SK-ES-1,684072,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent
SK-PN-DW,909731,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,D/F12,Adherent
TC-71,1240221,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,D/F12,Adherent
CAL-72,906827,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent
G-292 Clone A141B1,1290807,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent
HOS,907060,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent
HuO-3N1,909977,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent
HuO9,907072,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent
MG-63,908131,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent
NOS-1,925345,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent
NY,910849,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent
Saos-2,909707,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent
U-2-OS,909776,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent
AU565,910704,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
BT-20,906801,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
BT-474,946359,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
BT-483,949093,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
BT-549,905951,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
CAL-120,906826,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
CAL-148,924106,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Suspension
CAL-51,910927,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
CAL-85-1,910852,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
CAMA-1,946382,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
COLO-824,906812,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
DU-4475,906844,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Suspension
EFM-19,906851,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
EFM-192A,1290798,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
EVSA-T,906862,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
HCC1143,749710,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC1187,749711,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Suspension
HCC1395,749712,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC1419,907045,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC1428,1290905,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC1500,1303900,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC1569,907046,Y,Y,Y,Y,Y,breast,breast,BRCA,MSI-H,R,Adherent
HCC1599,749713,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Suspension
HCC1806,907047,Y,Y,Y,Y,Y,breast,breast,,MSS/MSI-L,R,Adherent
HCC1937,749714,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC1954,749709,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC202,1290906,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC2157,749715,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Suspension
HCC2218,749716,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Suspension
HCC38,749717,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HCC70,907048,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
HDQ-P1,1290922,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
Hs-578-T,905957,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MCF7,905946,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-157,925338,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-231,905960,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-330,1330941,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-361,908121,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-415,924240,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-436,1240172,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-453,908122,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MDA-MB-468,908123,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MFM-223,910948,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
MRK-nu-1,908151,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Suspension
OCUB-M,909256,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
T47D,905945,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
UACC-812,910910,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
UACC-893,909778,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
ZR-75-30,909907,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent
EGI-1,906853,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent
ETK-1,906861,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent
HuCCT1,907069,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent
TGBC1TKB,909769,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent
TGBC24TKB,910695,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent
HUTU-80,907073,Y,Y,Y,Y,Y,digestive_system,digestive_system_other,,MSS/MSI-L,D/F12,Adherent
C2BBe1,910700,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
CaR-1,924108,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
CCK-81,1240123,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
CL-11,1290769,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
CL-40,1240124,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
COLO-205,905961,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension
COLO-320-HSR,910569,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension
COLO-678,910689,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Semi-Adherent
CW-2,910554,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
GP5d,907291,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent
HCC2998,905971,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
HCC-56,1290907,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
HCT-116,905936,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
HCT-15,905937,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
HT-115,907289,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
HT-29,905939,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
HT55,907287,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
KM12,905989,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
LoVo,907790,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent
LS-1034,917486,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
LS-123,907792,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
LS-180,998189,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent
LS-411N,907794,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
LS-513,907795,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
MDST8,1240173,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
NCI-H630,908482,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent
NCI-H716,908458,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension
NCI-H747,908457,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
RCM-1,909263,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
RKO,909698,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent
SK-CO-1,909718,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
SNU-1040,1659823,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
SNU-175,1659928,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Suspension
SNU-407,1660034,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
SNU-61,1660035,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
SNU-81,1660036,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
SNU-C1,910905,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension
SNU-C2B,909740,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
SNU-C5,1674021,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent
SW1116,909746,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
SW1417,909747,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
SW1463,909748,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
SW48,909751,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent
SW837,909755,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
SW948,909757,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
T84,909761,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
C3A,910850,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
Hep 3B2_1-7,1240147,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
HLE,907057,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
huH-1,1298146,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
HuH-7,907071,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
JHH-1,1298151,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
JHH-6,1240159,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
JHH-7,1240160,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
SK-HEP-1,909719,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
SNU-182,1240216,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent
SNU-387,909736,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent
SNU-398,1240217,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent
SNU-423,909737,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent
SNU-449,909738,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent
SNU-475,909739,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent
23132-87,910924,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSI-H,R,Adherent
AGS,906790,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent
ECC10,906848,Y,Y,Y,Y,Y,digestive_system,stomach,,MSS/MSI-L,R,Suspension
ECC12,906849,Y,Y,Y,Y,Y,digestive_system,stomach,,MSS/MSI-L,R,Suspension
FU97,1290806,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent
GCIY,906869,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent
GT3TKB,907041,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent
HGC-27,907055,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent
Hs746T,1240151,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent
HSC-39,1322224,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Suspension
IM-95,1240155,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent
KATOIII,907276,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Semi-Adherent
MKN1,908138,Y,Y,Y,Y,Y,digestive_system,stomach,,MSS/MSI-L,R,Adherent
MKN28,908139,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent
